[1|K0a1]
[-L^-2*M^4 + L^-4*M^6 + 4*L^-2*M^2 - 4*L^-4*M^4 - L^-6*M^6 - 3*L^-2 + 4*L^-4*M^2 + 4*L^-6*M^4 - 2*L^-4 - 4*L^-6*M^2 + L^-8*M^4 + L^-6 - 3*L^-8*M^2 + L^-8|mK10a6]
[-L^-2*M^4 + L^-4*M^6 + 4*L^-2*M^2 - 4*L^-4*M^4 - L^-6*M^6 - 3*L^-2 + 4*L^-4*M^2 + 4*L^-6*M^4 - 2*L^-4 - 5*L^-6*M^2 + 2*L^-8*M^4 + 3*L^-6 - 7*L^-8*M^2 + 5*L^-8 - L^-10*M^2 + 2*L^-10|mK5a1,mK6a1]
[-L^-2*M^4 + L^-4*M^6 + 4*L^-2*M^2 - 4*L^-4*M^4 - L^-6*M^6 - 4*L^-2 + 6*L^-4*M^2 + 3*L^-6*M^4 - 4*L^-4 - 2*L^-6*M^2 + L^-8*M^4 - 2*L^-8*M^2 + L^-8|mK10a76]
[-L^-2*M^4 + L^-4*M^6 + 4*L^-2*M^2 - 4*L^-4*M^4 - L^-6*M^6 - 4*L^-2 + 6*L^-4*M^2 + 3*L^-6*M^4 - 4*L^-4 - 3*L^-6*M^2 + 2*L^-8*M^4 + L^-6 - 5*L^-8*M^2 + 3*L^-8 - L^-10*M^2 + L^-10|mK3a1,mK8a6]
[-L^-2*M^4 + L^-4*M^6 + 4*L^-2*M^2 - 5*L^-4*M^4 - 3*L^-2 + 6*L^-4*M^2 - 2*L^-4 + L^-6 - L^-8*M^2 + L^-8|mK11n135]
[-L^-2*M^4 + L^-4*M^6 + 4*L^-2*M^2 - 5*L^-4*M^4 - 3*L^-2 + 6*L^-4*M^2 - 3*L^-4 + L^-6*M^2 - 2*L^-8*M^2 + 2*L^-8 + L^-10|mK11n31]
[-L^-2*M^4 + L^-4*M^6 + 4*L^-2*M^2 - 5*L^-4*M^4 - 3*L^-2 + 7*L^-4*M^2 - L^-6*M^4 - 3*L^-4 + 3*L^-6*M^2 - L^-6|mK8a2]
[-L^-2*M^4 + L^-4*M^6 + 4*L^-2*M^2 - 5*L^-4*M^4 - 3*L^-2 + 7*L^-4*M^2 - L^-6*M^4 - 4*L^-4 + 4*L^-6*M^2 - 3*L^-6 - L^-8|mK9n2]
[-L^-2*M^4 + L^-4*M^6 + 4*L^-2*M^2 - 5*L^-4*M^4 - 3*L^-2 + 8*L^-4*M^2 - 2*L^-6*M^4 - 5*L^-4 + 7*L^-6*M^2 - 5*L^-6 + L^-8*M^2 - 2*L^-8|K4a1,mK5a1]
[-L^-2*M^4 + L^-4*M^6 + 4*L^-2*M^2 - 5*L^-4*M^4 - 3*L^-2 + 8*L^-4*M^2 - 2*L^-6*M^4 - 5*L^-4 + 7*L^-6*M^2 - 5*L^-6 + L^-8*M^2 - 2*L^-8|mK4a1,mK5a1]
[-L^-2*M^4 + L^-4*M^6 + 4*L^-2*M^2 - 5*L^-4*M^4 - 4*L^-2 + 10*L^-4*M^2 - 3*L^-6*M^4 - 8*L^-4 + 10*L^-6*M^2 - 9*L^-6 + 3*L^-8*M^2 - 5*L^-8 - L^-10|mK3a1,mK3a1,K4a1]
[-L^-2*M^4 + L^-4*M^6 + 4*L^-2*M^2 - 5*L^-4*M^4 - 4*L^-2 + 10*L^-4*M^2 - 3*L^-6*M^4 - 8*L^-4 + 10*L^-6*M^2 - 9*L^-6 + 3*L^-8*M^2 - 5*L^-8 - L^-10|mK3a1,mK3a1,mK4a1]
[-L^-2*M^4 + L^-4*M^6 + 4*L^-2*M^2 - 5*L^-4*M^4 - 4*L^-2 + 8*L^-4*M^2 - L^-6*M^4 - 5*L^-4 + 3*L^-6*M^2 - 2*L^-6|mK8a5]
[-L^-2*M^4 + L^-4*M^6 + 4*L^-2*M^2 - 5*L^-4*M^4 - 4*L^-2 + 9*L^-4*M^2 - 2*L^-6*M^4 - 6*L^-4 + 6*L^-6*M^2 - 4*L^-6 + L^-8*M^2 - L^-8|mK3a1,mK6a2]
[-L^-2*M^4 + L^-4*M^6 + L^-2*M^2 - 2*L^-6*M^6 - 4*L^-4*M^2 + 5*L^-6*M^4 + 3*L^-4 - 5*L^-6*M^2 + 3*L^-8*M^4 + 3*L^-6 - 5*L^-8*M^2 + 2*L^-8 - L^-10*M^2 + L^-10|mK11a276]
[-L^-2*M^4 + L^-4*M^6 + L^-2*M^2 - 2*L^-6*M^6 - 5*L^-4*M^2 + 6*L^-6*M^4 + 4*L^-4 - 8*L^-6*M^2 + 3*L^-8*M^4 + 5*L^-6 - 6*L^-8*M^2 + 3*L^-8 - L^-10*M^2 + L^-10|mK11a328]
[L^-2*M^4 - L^-4*M^6 - L^-2*M^2 + 4*L^-4*M^4 - 7*L^-4*M^2 + 2*L^-6*M^4 + 4*L^-4 - 5*L^-6*M^2 + 4*L^-6 - L^-8*M^2 + L^-8|K11n127]
[L^-2*M^4 - L^-4*M^6 - L^-2*M^2 + 4*L^-4*M^4 - 7*L^-4*M^2 + 2*L^-6*M^4 + 4*L^-4 - 5*L^-6*M^2 + 4*L^-6 - L^-8*M^2 + L^-8|mK11n22]
[L^-2*M^4 - L^-4*M^6 - L^-2*M^2 + 4*L^-4*M^4 - L^-2 - 5*L^-4*M^2 + L^-6*M^4 + L^-4 - 2*L^-6*M^2 + L^-6|mK10n36]
[L^-2*M^4 - L^-4*M^6 - L^-2*M^2 + 4*L^-4*M^4 - L^-2 - 6*L^-4*M^2 + 2*L^-6*M^4 + 2*L^-4 - 5*L^-6*M^2 + 3*L^-6 - L^-8*M^2 + L^-8|K11n87]
[L^-2*M^4 - L^-4*M^6 - L^-2*M^2 + 4*L^-4*M^4 + L^-2 - 8*L^-4*M^2 + 2*L^-6*M^4 + 5*L^-4 - 4*L^-6*M^2 + 3*L^-6 - L^-8*M^2|mK11n146]
[-L^-2*M^4 + L^-4*M^6 + L^-2*M^2 - L^-4*M^4 - L^-6*M^6 - 2*L^-4*M^2 + L^-6*M^4 + 2*L^-4 + 2*L^-8*M^4 + L^-6 - 3*L^-8*M^2 + L^-8 - L^-10*M^2 + L^-10|K11a150]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 2*M^4 - 2*L^-2*M^6 - L^2 + 8*L^-2*M^4 + 1 - 11*L^-2*M^2 + 3*L^-4*M^4 + 5*L^-2 - 9*L^-4*M^2 + 6*L^-4 - L^-6*M^2 + 2*L^-6|mK11a39]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 2*M^4 - 2*L^-2*M^6 - L^2 + M^2 + 7*L^-2*M^4 + 1 - 9*L^-2*M^2 + 3*L^-4*M^4 + 4*L^-2 - 7*L^-4*M^2 + 4*L^-4 - L^-6*M^2 + L^-6|mK11a115]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 3*M^4 - L^-2*M^6 - 2*L^2 + 4*M^2 + 3*L^-2*M^4 - 1 - 5*L^-2*M^2 + 2*L^-4*M^4 + 3*L^-2 - 5*L^-4*M^2 + 4*L^-4 - L^-6*M^2 + L^-6|mK11a37]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 3*M^4 - L^-2*M^6 - 2*L^2 + 4*M^2 + 3*L^-2*M^4 - 2 - 3*L^-2*M^2 + L^-4*M^4 - 2*L^-4*M^2 + L^-4|mK10a90]
[L^2*M^4 - M^6 - 2*L^2*M^2 + 3*M^4 + L^-2*M^6 - 2*M^2 - 3*L^-2*M^4 + 1 + 2*L^-2*M^2 - L^-4*M^4 + 2*L^-4*M^2|mK10a108]
[L^2*M^4 - M^6 - 2*L^2*M^2 + 3*M^4 + L^-2*M^6 - 2*M^2 - 3*L^-2*M^4 + 3*L^-2*M^2 - L^-4*M^4 - 2*L^-2 + 2*L^-4*M^2 - L^-4|K10a93]
[L^2*M^4 - M^6 - 2*L^2*M^2 + 3*M^4 + L^-2*M^6 - 3*M^2 - 2*L^-2*M^4 + 1 + L^-2*M^2 - 2*L^-4*M^4 - L^-2 + 4*L^-4*M^2 - 2*L^-4 + L^-6*M^2 - L^-6|K11a205]
[L^2*M^4 - M^6 - 2*L^2*M^2 + 3*M^4 + L^-2*M^6 - 3*M^2 - 2*L^-2*M^4 + 2 - 2*L^-4*M^4 + L^-2 + 4*L^-4*M^2 - L^-4 + L^-6*M^2 - L^-6|K11a90]
[L^2*M^4 - M^6 - 2*L^2*M^2 + 3*M^4 + L^-2*M^6 - 4*M^2 - L^-2*M^4 + 3 - 3*L^-2*M^2 - 2*L^-4*M^4 + 3*L^-2 + 3*L^-4*M^2 + L^-6*M^2 - L^-6|K11a199]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 3*M^4 - L^-2*M^6 - L^2 + 2*M^2 + 4*L^-2*M^4 + 1 - 6*L^-2*M^2 + L^-4*M^4 + 3*L^-2 - 3*L^-4*M^2 + 2*L^-4|mK10a26]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 3*M^4 - L^-2*M^6 - L^2 + 3*M^2 + 3*L^-2*M^4 - 1 - 2*L^-2*M^2 + L^-4*M^4 - L^-2 - 2*L^-4*M^2|mK10a32]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 3*M^4 - L^-2*M^6 - L^2 + 3*M^2 + 3*L^-2*M^4 - 1 - 3*L^-2*M^2 + 2*L^-4*M^4 + L^-2 - 6*L^-4*M^2 + 4*L^-4 - L^-6*M^2 + 2*L^-6|mK5a2,K6a2]
[L^2*M^4 - M^6 - 2*L^2*M^2 + 3*M^4 + L^-2*M^6 + L^2 - 3*M^2 - 3*L^-2*M^4 + 1 + 5*L^-2*M^2 - 2*L^-4*M^4 - 4*L^-2 + 5*L^-4*M^2 - 4*L^-4 + L^-6*M^2 - L^-6|mK11a46]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 3*M^4 - L^-2*M^6 - L^2 + 3*M^2 + 3*L^-2*M^4 - 3*L^-2*M^2 + L^-4*M^4 + L^-2 - 2*L^-4*M^2 + L^-4|mK10a102]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 3*M^4 - L^-2*M^6 - L^2 + 3*M^2 + 3*L^-2*M^4 - 4*L^-2*M^2 + 2*L^-4*M^4 + 2*L^-2 - 5*L^-4*M^2 + 3*L^-4 - L^-6*M^2 + L^-6|mK11a190]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 3*M^4 - L^-2*M^6 - L^2 + 3*M^2 + 3*L^-2*M^4 - 4*L^-2*M^2 + 2*L^-4*M^4 + 3*L^-2 - 6*L^-4*M^2 + 5*L^-4 - L^-6*M^2 + 2*L^-6|mK11a165]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 3*M^4 - L^-2*M^6 - L^2 + 4*M^2 + 2*L^-2*M^4 - 1 - L^-2*M^2 + 2*L^-4*M^4 - 4*L^-4*M^2 + 2*L^-4 - L^-6*M^2 + L^-6|K11a4]
[L^2*M^4 - M^6 - 2*L^2*M^2 + 3*M^4 + L^-2*M^6 + L^2 - 4*M^2 - 2*L^-2*M^4 + 2 + 2*L^-2*M^2 - 2*L^-4*M^4 - L^-2 + 3*L^-4*M^2 - L^-4 + L^-6*M^2|mK11a111]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 3*M^4 - L^-2*M^6 - L^2 + 4*M^2 + 2*L^-2*M^4 - 2 + 2*L^-4*M^4 - 2*L^-2 - 4*L^-4*M^2 + L^-4 - L^-6*M^2 + L^-6|K11a93]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 3*M^4 - L^-2*M^6 - L^2 + 4*M^2 + 2*L^-2*M^4 - 2 + 2*L^-4*M^4 - L^-2 - 5*L^-4*M^2 + 3*L^-4 - L^-6*M^2 + 2*L^-6|mK11a153]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 3*M^4 - L^-2*M^6 - L^2 + 4*M^2 + 2*L^-2*M^4 - 2 + L^-2*M^2 + L^-4*M^4 - 3*L^-2 - L^-4*M^2 - L^-4|mK10a87]
[L^2*M^4 - M^6 - 2*L^2*M^2 + 3*M^4 + L^-2*M^6 + L^2 - 5*M^2 - L^-2*M^4 + 3 - L^-2*M^2 - 2*L^-4*M^4 + L^-2 + 2*L^-4*M^2 + L^-6*M^2|mK11a198]
[L^2*M^4 - M^6 - 2*L^2*M^2 + 3*M^4 + L^-2*M^6 + L^2 - 5*M^2 - L^-2*M^4 + 4 - 2*L^-2*M^2 - 2*L^-4*M^4 + 3*L^-2 + 2*L^-4*M^2 + L^-4 + L^-6*M^2|mK11a107]
[L^2*M^4 - M^6 - 2*L^2*M^2 + 3*M^4 + L^-2*M^6 - L^2 - M^2 - 3*L^-2*M^4 + L^-2*M^2 - L^-4*M^4 + 3*L^-4*M^2 - L^-4 - L^-6|mK11n155]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 4*M^4 - 2*L^2 + 6*M^2 - L^-2*M^4 - 2 + L^-2*M^2 + L^-4|mK10n35]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 4*M^4 - 2*L^2 + 7*M^2 - 2*L^-2*M^4 - 4 + 5*L^-2*M^2 - 4*L^-2 + L^-4*M^2 - L^-4|K9a30]
[L^2*M^4 - M^6 - 2*L^2*M^2 + 4*M^4 - 5*M^2 + 2*L^-2*M^4 + 2 - 5*L^-2*M^2 + 2*L^-2 - L^-4*M^2 + L^-4|mK11n128]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 4*M^4 - L^2 + 5*M^2 - L^-2*M^4 - 1 + 2*L^-2*M^2 - L^-2|K8a17]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 4*M^4 - L^2 + 5*M^2 - L^-2*M^4 - 1 + 2*L^-2*M^2 - L^-2|mK8a17]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 4*M^4 - L^2 + 6*M^2 - 2*L^-2*M^4 - 2 + 5*L^-2*M^2 - 3*L^-2 + L^-4*M^2 - L^-4|mK9a27]
[-L^2*M^4 + M^6 + 2*L^2*M^2 - 4*M^4 - L^2 + 6*M^2 - 2*L^-2*M^4 - 3 + 6*L^-2*M^2 - 5*L^-2 + L^-4*M^2 - 2*L^-4|mK9a24]
[-L^2*M^4 + M^6 + 3*L^2*M^2 - 4*M^4 - L^-2*M^6 - 2*L^2 + 5*M^2 + 4*L^-2*M^4 - 1 - 5*L^-2*M^2 + L^-4*M^4 + 2*L^-2 - 3*L^-4*M^2 + 2*L^-4|mK10a22]
[-L^2*M^4 + M^6 + 3*L^2*M^2 - 4*M^4 - L^-2*M^6 - 2*L^2 + 5*M^2 + 4*L^-2*M^4 - 1 - 6*L^-2*M^2 + 2*L^-4*M^4 + 4*L^-2 - 7*L^-4*M^2 + 6*L^-4 - L^-6*M^2 + 2*L^-6|mK3a1,mK8a4]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 4*M^4 + L^-2*M^6 + 2*L^2 - 5*M^2 - 4*L^-2*M^4 + 3 + 5*L^-2*M^2 - L^-4*M^4 - 2*L^-2 + 3*L^-4*M^2 - 2*L^-4|K10a54]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 4*M^4 + L^-2*M^6 + 2*L^2 - 6*M^2 - 3*L^-2*M^4 + 3 + 4*L^-2*M^2 - 2*L^-4*M^4 - 3*L^-2 + 5*L^-4*M^2 - 4*L^-4 + L^-6*M^2 - L^-6|mK3a1,mK8a8]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 4*M^4 + L^-2*M^6 + 2*L^2 - 6*M^2 - 3*L^-2*M^4 + 4 + 2*L^-2*M^2 - L^-4*M^4 + 2*L^-4*M^2 - L^-4|mK10a52]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 4*M^4 + L^-2*M^6 + 2*L^2 - 7*M^2 - 2*L^-2*M^4 + 5 - 2*L^-4*M^4 + 2*L^-2 + 3*L^-4*M^2 + L^-6*M^2|mK3a1,mK8a13]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 4*M^4 + L^-2*M^6 + L^2 - 4*M^2 - 4*L^-2*M^4 + 1 + 5*L^-2*M^2 - L^-4*M^4 - 3*L^-2 + 3*L^-4*M^2 - 2*L^-4|K10a15]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 4*M^4 + L^-2*M^6 + L^2 - 5*M^2 - 3*L^-2*M^4 + 3 + L^-2*M^2 - L^-4*M^4 + L^-2 + 2*L^-4*M^2|mK10a19]
[-L^2*M^4 + M^6 + 3*L^2*M^2 - 5*M^4 - 2*L^2 + 8*M^2 - L^-2*M^4 - 3 + 3*L^-2*M^2 - 2*L^-2|K8a9]
[-L^2*M^4 + M^6 + 3*L^2*M^2 - 5*M^4 - 2*L^2 + 8*M^2 - L^-2*M^4 - 3 + 3*L^-2*M^2 - 2*L^-2|mK8a9]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 5*M^4 + 2*L^2 - 8*M^2 + L^-2*M^4 + 4 - 2*L^-2*M^2 - L^-4|K11n106]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 5*M^4 + 2*L^2 - 8*M^2 + L^-2*M^4 + 5 - 3*L^-2*M^2 + 2*L^-2|K11n24]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 5*M^4 + 2*L^2 - 8*M^2 + L^-2*M^4 + 5 - 3*L^-2*M^2 + 2*L^-2|mK11n24]
[-L^2*M^4 + M^6 + 3*L^2*M^2 - 5*M^4 - 2*L^2 + 9*M^2 - 2*L^-2*M^4 - 5 + 7*L^-2*M^2 - 6*L^-2 + L^-4*M^2 - 2*L^-4|mK3a1,K6a2]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 5*M^4 + 2*L^2 - 9*M^2 + 2*L^-2*M^4 + 6 - 6*L^-2*M^2 + 4*L^-2 - L^-4*M^2 + L^-4|K11n58]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 5*M^4 + 2*L^2 - 9*M^2 + 2*L^-2*M^4 + 6 - 6*L^-2*M^2 + 4*L^-2 - L^-4*M^2 + L^-4|mK11n56]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 5*M^4 + L^2 - 6*M^2 + 2 - L^-2 + L^-4*M^2 - L^-4|mK11n96]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 5*M^4 + L^2 - 7*M^2 + L^-2*M^4 + 3 - 3*L^-2*M^2 + L^-2|K11n82]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 5*M^4 + L^2 - 7*M^2 + L^-2*M^4 + 3 - 3*L^-2*M^2 + L^-2|mK11n82]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 5*M^4 + L^2 - 7*M^2 + L^-2*M^4 + 4 - 4*L^-2*M^2 + 3*L^-2 + L^-4|K11n92]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 6*M^4 - L^-2*M^6 + 2*L^2 - 11*M^2 + 6*L^-2*M^4 + 7 - 11*L^-2*M^2 + L^-4*M^4 + 6*L^-2 - 3*L^-4*M^2 + 2*L^-4|K11n34]
[L^2*M^4 - M^6 - 3*L^2*M^2 + 6*M^4 - L^-2*M^6 + 2*L^2 - 11*M^2 + 6*L^-2*M^4 + 7 - 11*L^-2*M^2 + L^-4*M^4 + 6*L^-2 - 3*L^-4*M^2 + 2*L^-4|K11n42]
[L^2*M^4 - M^6 - 4*L^2*M^2 + 5*M^4 + L^-2*M^6 + 3*L^2 - 8*M^2 - 4*L^-2*M^4 + 5 + 4*L^-2*M^2 - L^-4*M^4 - L^-2 + 3*L^-4*M^2 - 2*L^-4|mK5a1,K5a2]
[L^2*M^4 - M^6 - 4*L^2*M^2 + 5*M^4 + L^-2*M^6 + 4*L^2 - 10*M^2 - 3*L^-2*M^4 + 8 + 2*L^-2*M^2 - 2*L^-4*M^4 + L^-2 + 5*L^-4*M^2 - 3*L^-4 + L^-6*M^2 - L^-6|mK3a1,mK3a1,K5a2]
[L^2*M^4 - M^6 - 4*L^2*M^2 + 6*M^4 + 2*L^2 - 9*M^2 + 5 - 2*L^-2*M^2 + 2*L^-2 + L^-4*M^2|mK11n145]
[L^2*M^4 - M^6 - 4*L^2*M^2 + 6*M^4 + 3*L^2 - 10*M^2 + 6 - L^-2*M^2 + L^-2 + L^-4*M^2 - L^-4|K10n30]
[L^2*M^4 - M^6 - 4*L^2*M^2 + 6*M^4 + 3*L^2 - 11*M^2 + L^-2*M^4 + 7 - 4*L^-2*M^2 + 3*L^-2|K10n2]
[L^2*M^4 - M^6 - 4*L^2*M^2 + 6*M^4 + 3*L^2 - 11*M^2 + L^-2*M^4 + 7 - 4*L^-2*M^2 + 3*L^-2|mK10n2]
[L^2*M^4 - M^6 - 4*L^2*M^2 + 6*M^4 + 4*L^2 - 13*M^2 + 2*L^-2*M^4 + 10 - 7*L^-2*M^2 + 6*L^-2 - L^-4*M^2 + L^-4|mK3a1,mK8n2]
[L^2*M^4 - M^6 - 4*L^2*M^2 + 7*M^4 - L^-2*M^6 + 3*L^2 - 13*M^2 + 5*L^-2*M^4 + 8 - 9*L^-2*M^2 + L^-4*M^4 + 5*L^-2 - 2*L^-4*M^2 + L^-4|mK11n39]
[L^2*M^4 - M^6 - 4*L^2*M^2 + 7*M^4 - L^-2*M^6 + 3*L^2 - 13*M^2 + 5*L^-2*M^4 + 8 - 9*L^-2*M^2 + L^-4*M^4 + 5*L^-2 - 2*L^-4*M^2 + L^-4|mK11n45]
[L^2*M^4 - M^6 - 4*L^2*M^2 + 7*M^4 - L^-2*M^6 + 4*L^2 - 15*M^2 + 6*L^-2*M^4 + 11 - 12*L^-2*M^2 + L^-4*M^4 + 8*L^-2 - 3*L^-4*M^2 + 2*L^-4|mK11n73]
[L^2*M^4 - M^6 - 4*L^2*M^2 + 7*M^4 - L^-2*M^6 + 4*L^2 - 15*M^2 + 6*L^-2*M^4 + 11 - 12*L^-2*M^2 + L^-4*M^4 + 8*L^-2 - 3*L^-4*M^2 + 2*L^-4|mK11n74]
[-L^2*M^4 + M^6 + L^2*M^2 - 2*M^4 - L^-2*M^6 - 2*L^2 + 4*M^2 + L^-2*M^4 - 2 - L^-2*M^2 + 2*L^-4*M^4 - 2*L^-4*M^2 + L^-4 - L^-6*M^2|mK11a278]
[-L^2*M^4 + M^6 + L^2*M^2 - 2*M^4 - L^-2*M^6 + 2*M^2 + L^-2*M^4 - 1 + 2*L^-2*M^2 + 2*L^-4*M^4 - 3*L^-2 - 3*L^-4*M^2 - L^-6*M^2 + L^-6|K11a152]
[-L^2*M^4 + M^6 + L^2*M^2 - 2*M^4 - L^-2*M^6 + 2*M^2 + L^-2*M^4 - 1 + 3*L^-2*M^2 + L^-4*M^4 - 4*L^-2 - 2*L^-4|K10a122]
[-L^2*M^4 + M^6 + L^2*M^2 - 2*M^4 - L^-2*M^6 + 2*M^2 + L^-2*M^4 + L^-2*M^2 + 2*L^-4*M^4 - L^-2 - 3*L^-4*M^2 + L^-4 - L^-6*M^2 + L^-6|K11a169]
[-L^2*M^4 + M^6 + L^2*M^2 - 2*M^4 - L^-2*M^6 + 3*L^-2*M^4 + 2 - 4*L^-2*M^2 + L^-4*M^4 + 2*L^-2 - 2*L^-4*M^2 + L^-4|mK10a86]
[L^2*M^4 - M^6 - L^2*M^2 + 2*M^4 + L^-2*M^6 - L^2 - 2*L^-2*M^4 - 1 + 2*L^-2*M^2 - 2*L^-4*M^4 - 2*L^-2 + 4*L^-4*M^2 - 2*L^-4 + L^-6*M^2 - L^-6|K11a141]
[-L^2*M^4 + M^6 + L^2*M^2 - 2*M^4 - L^-2*M^6 - L^2 + 2*M^2 + 2*L^-2*M^4 - 1 - L^-2*M^2 + L^-4*M^4 - L^-2 - L^-4*M^2|K10a119]
[-L^2*M^4 + M^6 + L^2*M^2 - 2*M^4 - L^-2*M^6 - L^2 + 2*M^2 + 2*L^-2*M^4 - 3*L^-2*M^2 + 2*L^-4*M^4 + 2*L^-2 - 4*L^-4*M^2 + 3*L^-4 - L^-6*M^2 + L^-6|K11a8]
[-L^2*M^4 + M^6 + L^2*M^2 - 2*M^4 - L^-2*M^6 - L^2 + 3*M^2 + L^-2*M^4 - 1 + 2*L^-4*M^4 - L^-2 - 2*L^-4*M^2 - L^-6*M^2|K11a256]
[-L^2*M^4 + M^6 + L^2*M^2 - 2*M^4 - L^-2*M^6 - L^2 + 3*M^2 + L^-2*M^4 - 2 + L^-2*M^2 + 2*L^-4*M^4 - 2*L^-2 - 3*L^-4*M^2 + L^-4 - L^-6*M^2 + L^-6|K11a67]
[L^2*M^4 - M^6 - L^2*M^2 + 2*M^4 + L^-2*M^6 - L^2 - M^2 - L^-2*M^4 + 1 - 2*L^-2*M^2 - 2*L^-4*M^4 + 2*L^-2 + 3*L^-4*M^2 + L^-6*M^2 - L^-6|K11a137]
[L^2*M^4 - M^6 - L^2*M^2 + 2*M^4 + L^-2*M^6 - L^2 - M^2 - L^-2*M^4 - L^-2*M^2 - 2*L^-4*M^4 + 3*L^-4*M^2 - L^-4 + L^-6*M^2 - L^-6|K11a29]
[-L^2*M^4 + M^6 + L^2*M^2 - 2*M^4 - L^-2*M^6 + M^2 + 2*L^-2*M^4 + 1 - 2*L^-2*M^2 + 2*L^-4*M^4 + L^-2 - 4*L^-4*M^2 + 2*L^-4 - L^-6*M^2 + L^-6|K11a185]
[-L^2*M^4 + M^6 + L^2*M^2 - 2*M^4 - L^-2*M^6 + M^2 + 2*L^-2*M^4 + 1 - 2*L^-2*M^2 + 2*L^-4*M^4 + L^-2 - 4*L^-4*M^2 + 2*L^-4 - L^-6*M^2 + L^-6|mK11a265]
[-L^2*M^4 + M^6 + L^2*M^2 - 2*M^4 - L^-2*M^6 + M^2 + 2*L^-2*M^4 + 2 - 3*L^-2*M^2 + 2*L^-4*M^4 + 2*L^-2 - 3*L^-4*M^2 + L^-4 - L^-6*M^2|K11a249]
[-L^2*M^4 + M^6 + L^2*M^2 - 2*M^4 - L^-2*M^6 + M^2 + 2*L^-2*M^4 - L^-2*M^2 + 2*L^-4*M^4 - 5*L^-4*M^2 + 3*L^-4 - L^-6*M^2 + 2*L^-6|K11a222]
[-L^2*M^4 + M^6 + L^2*M^2 - 2*M^4 - L^-2*M^6 + M^2 + 2*L^-2*M^4 + L^-4*M^4 - 2*L^-2 - L^-4*M^2 - L^-4|K10a114]
[-L^2*M^4 + M^6 + L^2*M^2 - 3*M^4 - 2*L^2 + 6*M^2 - 3*L^-2*M^4 - 3 + 5*L^-2*M^2 - 3*L^-2 + 3*L^-4*M^2 - 2*L^-4 - L^-6|K10a96]
[-L^2*M^4 + M^6 + L^2*M^2 - 3*M^4 + 3*M^2 - 2*L^-2*M^4 + 4*L^-2*M^2 - 2*L^-2 + L^-4*M^2 - L^-4|K9a33]
[-L^2*M^4 + M^6 + L^2*M^2 - 3*M^4 + 4*M^2 - 3*L^-2*M^4 - 2 + 8*L^-2*M^2 - 6*L^-2 + 2*L^-4*M^2 - 3*L^-4|K11n98]
[-L^2*M^4 + M^6 + L^2*M^2 - 3*M^4 + 4*M^2 - 3*L^-2*M^4 + 6*L^-2*M^2 - 3*L^-2 + 3*L^-4*M^2 - 3*L^-4 - L^-6|K10a75]
[-L^2*M^4 + M^6 + L^2*M^2 - 3*M^4 - L^2 + 4*M^2 - 2*L^-2*M^4 - 1 + 3*L^-2*M^2 - L^-2 + L^-4*M^2|K9a34]
[-L^2*M^4 + M^6 + L^2*M^2 - 3*M^4 - L^2 + 5*M^2 - 3*L^-2*M^4 - 2 + 6*L^-2*M^2 - 4*L^-2 + 3*L^-4*M^2 - 3*L^-4 - L^-6|K10a60]
[-L^2*M^4 + M^6 + L^2*M^2 - 3*M^4 - L^2 + 5*M^2 - 3*L^-2*M^4 - 3 + 7*L^-2*M^2 - 5*L^-2 + 2*L^-4*M^2 - 2*L^-4|mK11n179]
